system:index,Date,Gray,Latitude,Locale,Longitude,Melanic,Site_Id,mean,stdDev,.geo
0000000000000000000a,04-Jul,1,45.553301,Rosemont,-73.590707,0,BEAUBIEN,6.737844885214295,2.919514154428847,"{""type"":""Polygon"",""coordinates"":[[[-73.58695568253762,45.55271503206451],[-73.58683173795599,45.55285660508127],[-73.58683141991412,45.55285711970389],[-73.58682481947099,45.552864600455614],[-73.58646486584169,45.55328549596489],[-73.58639905606373,45.553395089892625],[-73.58633042646265,45.55350383248437],[-73.58632887127095,45.55351196907999],[-73.58632432713246,45.55351953644484],[-73.5863048510281,45.55363764010267],[-73.58628232791443,45.55375547781035],[-73.58628408015156,45.55376359474575],[-73.5862827353338,45.55377174970416],[-73.5863111437994,45.55388896211261],[-73.58633652062902,45.554006515090684],[-73.58634144085994,45.554013966256065],[-73.58634340245382,45.554022059674026],[-73.5864174347817,45.554129050674305],[-73.58648869214281,45.55423696161957],[-73.58649638874967,45.554243153892706],[-73.58650150065114,45.55425054152648],[-73.58661526429303,45.55433879447924],[-73.58672673046875,45.55442847349692],[-73.58673659081347,45.55443291395886],[-73.5867444461373,45.55443900773894],[-73.58688888561858,45.55450149749867],[-73.58703168794048,45.55456580591394],[-73.58705220444476,45.554572154761225],[-73.58705290058802,45.55457245593553],[-73.5870536437628,45.55457260015906],[-73.58706427570915,45.554575890220455],[-73.59062279696619,45.55563596250742],[-73.59078674638985,45.555666584576116],[-73.59094987051533,45.55569929657427],[-73.59096170243878,45.555699262139605],[-73.59097313474915,45.555701397408406],[-73.5911427741349,45.55569873501106],[-73.59131245465407,45.555698240784395],[-73.59132380191551,45.555695893601886],[-73.59133563096857,45.55569570792329],[-73.5914974563945,45.55565997298563],[-73.59166018611305,45.55562631188735],[-73.5916701454306,45.555621838799965],[-73.59168142959041,45.55561934695608],[-73.59182255921307,45.5555533840968],[-73.59196538434635,45.55548923567757],[-73.59197316293474,45.55548299275678],[-73.5919830039499,45.555478393108125],[-73.5920922035677,45.55538745317235],[-73.59220375501745,45.55529792384657],[-73.59221582530856,45.555284502210604],[-73.59221634821549,45.555284066737805],[-73.59221665697244,45.55528357743645],[-73.59222274034177,45.555276812992545],[-73.59258585126437,45.55486035271693],[-73.59264496818388,45.55479380719947],[-73.59264531720997,45.55479325240526],[-73.59265365929802,45.55478388135209],[-73.59271452903776,45.55471334381921],[-73.59340788708666,45.5539258024678],[-73.59342828871745,45.553903221719914],[-73.59347383089627,45.553832296724025],[-73.59353024498085,45.55376531287241],[-73.59354781914136,45.553717070899225],[-73.59357697615401,45.55367166299151],[-73.59359241471245,45.55359465338243],[-73.5936105210507,45.553544950240955],[-73.59361149606738,45.55354263536926],[-73.59361149802174,45.55354226838581],[-73.59361986455392,45.553519301647746],[-73.59361749633015,45.553469542440254],[-73.59362738039843,45.553420239042694],[-73.59361253083041,45.55334833048801],[-73.59361284813382,45.55328874788239],[-73.59360837159129,45.55327781996268],[-73.5936077877791,45.553265553274905],[-73.59358598465765,45.55321891935743],[-73.59357501067149,45.55316374481925],[-73.59353789330002,45.55310577117388],[-73.59351287638928,45.55304470062719],[-73.5934955125357,45.55302541089716],[-73.59349497730086,45.55302426609322],[-73.59347878530623,45.553002043662566],[-73.59347464973351,45.55299655708122],[-73.59345713830847,45.55297963944814],[-73.59342668441043,45.5529320731528],[-73.59336792026917,45.55288366650772],[-73.59331953971756,45.55282991951716],[-73.59327093087977,45.55279974530045],[-73.59326186695715,45.55279098864902],[-73.59324400836584,45.55278127253586],[-73.59320021821823,45.552743737324285],[-73.5931949972449,45.55274122143863],[-73.59319185447889,45.552738632581],[-73.59318692301554,45.55273635438787],[-73.5931815707123,45.55273194541838],[-73.5931039265567,45.55269607599872],[-73.59306389630176,45.55267122679702],[-73.59305990223015,45.55266866314376],[-73.59305959553491,45.55266855704865],[-73.59304822829395,45.552661500706634],[-73.59298838612314,45.552641659179926],[-73.592979712743,45.55263747961502],[-73.59297555816046,45.552635219258256],[-73.59297429347379,45.552634868154115],[-73.592901538612,45.55259980867824],[-73.59287956264058,45.55259242561662],[-73.59287892987555,45.552592133294226],[-73.59287826130928,45.552591988420325],[-73.59286941727264,45.55258901717015],[-73.59208187844087,45.55233377378481],[-73.59208156785768,45.552333708423504],[-73.59207824781573,45.55233260187011],[-73.59195737326347,45.5522937446919],[-73.59195654913414,45.552293573210896],[-73.59194265709917,45.55228909207819],[-73.59149786346067,45.55215081535322],[-73.59149703239547,45.55215065035361],[-73.5914787154353,45.55214499250207],[-73.59122324842568,45.55206902644716],[-73.5911161985438,45.55204908214145],[-73.59101295161051,45.55202097627817],[-73.59094184995111,45.552016599267816],[-73.59087287368196,45.552003748220535],[-73.59077348619873,45.55200535220369],[-73.58926285726716,45.55154796564304],[-73.58909325469378,45.55151553348779],[-73.58892405667777,45.55148208141592],[-73.58891848150202,45.551482112282265],[-73.58891310308377,45.55148108378317],[-73.5887373147291,45.55148311514457],[-73.58856150792606,45.55148408806255],[-73.58855616694636,45.55148520815581],[-73.58855059235472,45.55148527256103],[-73.5883826103226,45.55152160573925],[-73.58821418830719,45.55155692621732],[-73.58820950664683,45.55155904638155],[-73.58820417959883,45.55156019856531],[-73.58805737469703,45.55162794155933],[-73.58790974334681,45.55169479822025],[-73.58790609365488,45.55169774969684],[-73.58790143816822,45.551699897949874],[-73.58778749576793,45.55179365862489],[-73.58767240631569,45.55188672988648],[-73.58766693381426,45.55189286591963],[-73.58766646575371,45.55189325107356],[-73.58766614724271,45.551893747861556],[-73.58765353436317,45.55190789002518],[-73.58695568253762,45.55271503206451]]]}"
00000000000000000038,04-Jul,3,45.552157,Rosemont,-73.568024,0,LAFOND,8.426410227644405,3.2301887448254134,"{""type"":""Polygon"",""coordinates"":[[[-73.56819815992091,45.55430284496256],[-73.56820249128732,45.55430486319052],[-73.56823484992927,45.55431530277514],[-73.56854678007446,45.55441228991952],[-73.56861968564172,45.554426767618736],[-73.56868818952854,45.55444945687355],[-73.56879324589384,45.55446123326281],[-73.56889560351165,45.55448155932455],[-73.56897138248718,45.55448120141565],[-73.5690462104912,45.554489589145135],[-73.56915178306362,45.55448034917065],[-73.5692581746745,45.55447984642431],[-73.56933079477218,45.5544646813909],[-73.56940599030912,45.554458099907954],[-73.56950367512222,45.554428579096836],[-73.56960563156241,45.554407287571934],[-73.56966931197157,45.5543785225988],[-73.56973888921377,45.55435749582044],[-73.5698209102587,45.55431004412438],[-73.56991031548917,45.55426965870834],[-73.56995998710542,45.55422958357566],[-73.57001840753574,45.55419578530838],[-73.57007823582464,45.5541341800193],[-73.57014797306334,45.554077915517276],[-73.57017968203418,45.55402972030774],[-73.57022229536459,45.55398584098791],[-73.57023752855507,45.55396328849768],[-73.57029283332152,45.553878385133736],[-73.57029534955966,45.553872402050025],[-73.5703000487082,45.55386710353442],[-73.57031393380146,45.553844128285974],[-73.57035147965341,45.55377952128581],[-73.57039567812372,45.55371167287883],[-73.57039664211673,45.55370938093062],[-73.57039846682237,45.55370736199838],[-73.57041263042062,45.55368447027194],[-73.57065679047604,45.553274353667405],[-73.57147183502981,45.55192724773586],[-73.57147226267577,45.55192611840918],[-73.5714731200781,45.55192511612703],[-73.57148647717585,45.55190198803072],[-73.57151387426387,45.55185259006696],[-73.57152146769548,45.55182976792299],[-73.5715363313218,45.551808772947865],[-73.57156247941957,45.55170650639661],[-73.57159614493568,45.551605323624734],[-73.5715943330813,45.551581924581285],[-73.57160023084205,45.55155885798032],[-73.57160100629666,45.55153391601753],[-73.57160133427199,45.5515048664574],[-73.57160364014337,45.551393630027604],[-73.5715884673857,45.551310434747485],[-73.57158482681922,45.551226602495916],[-73.57156560625766,45.5511850821184],[-73.57155771022435,45.55114178628764],[-73.57150995791912,45.551064869864675],[-73.57147302480637,45.550985086182635],[-73.57143800844942,45.550948977729306],[-73.57141315772733,45.55090894947052],[-73.57133662728985,45.55084443435411],[-73.5712693418393,45.55077504991503],[-73.57122131709883,45.55074722755073],[-73.5711814899423,45.55071365304483],[-73.57108227331777,45.550666674494124],[-73.57102006663284,45.550630635797795],[-73.57101905638099,45.5506100199599],[-73.5709952285195,45.55055922278371],[-73.57098360721795,45.550506378188416],[-73.5709389325025,45.55043920832698],[-73.57090591083283,45.55036881095058],[-73.57086277063917,45.550324696122786],[-73.57083053454771,45.55027622780032],[-73.57076084701303,45.55022046947283],[-73.57070106143688,45.550159332784624],[-73.57064204300171,45.550125411761506],[-73.57059175826998,45.55008517770399],[-73.57050260513451,45.55004526914459],[-73.57042081468799,45.54999825948795],[-73.57035061585492,45.54997723228794],[-73.57028628515349,45.54994843502349],[-73.57025366051812,45.54993841362252],[-73.56941713134667,45.54969107539985],[-73.56934620211068,45.54967796947292],[-73.56927943893194,45.54965668383876],[-73.56917177375391,45.54964573931632],[-73.56906658043063,45.549626301979146],[-73.56899324689944,45.54962759123715],[-73.56892065114923,45.549620211461026],[-73.56881290576787,45.549630761568494],[-73.5687041464901,45.54963267337962],[-73.5686342457413,45.5496482551953],[-73.56856159577347,45.54965536868711],[-73.5684623463247,45.549686573665795],[-73.56835867793262,45.549709682461256],[-73.56829777382747,45.5497383165717],[-73.56823085232799,45.549759357130135],[-73.56814799877169,45.54980873316408],[-73.56805767296528,45.549851199571535],[-73.56801061333978,45.54989060678877],[-73.56798356027952,45.54990672877161],[-73.56787194761594,45.54988454347906],[-73.56783155824738,45.54988472764367],[-73.56779209001742,45.54987871866189],[-73.56765091464992,45.54988555115546],[-73.56750940552652,45.54988619606347],[-73.56747069705398,45.54989427292876],[-73.56743040292503,45.54989622295591],[-73.56729757122017,45.54993039697744],[-73.56716195106672,45.549958694959756],[-73.56712800454973,45.54997402163253],[-73.56709009178965,45.54998377545791],[-73.56697617672447,45.550042570866786],[-73.56685724049353,45.55009626951182],[-73.56683075799624,45.55011762603592],[-73.56679824435952,45.550134407291516],[-73.56671231337553,45.550213144148366],[-73.56661952821717,45.55028796921135],[-73.5666026177486,45.550313655662215],[-73.56657809129464,45.55033612860956],[-73.56656110004013,45.550358056170865],[-73.56654618620226,45.5503779559411],[-73.56653451342211,45.55040093470519],[-73.56652442054437,45.55041439195573],[-73.56651129949066,45.55044019718801],[-73.5665062159819,45.55044485215738],[-73.56648921526764,45.550466776135195],[-73.56647434145712,45.550486607944734],[-73.56646261110433,45.55050967800104],[-73.56645887146401,45.55051466419752],[-73.56645623095991,45.55051708210066],[-73.56643923020239,45.55053900607034],[-73.56642435633178,45.550558837901555],[-73.56641262592579,45.55058190798286],[-73.56640888624527,45.55058689421824],[-73.5664062457296,45.55058931212545],[-73.56638924492877,45.55061123608698],[-73.56638112593437,45.55062206138495],[-73.56637815151551,45.55062478504162],[-73.56636115069085,45.55064670899816],[-73.56634627672807,45.55066654086116],[-73.56633454623972,45.55068961097972],[-73.56633080649894,45.55069459727254],[-73.5663281659655,45.55069701518585],[-73.56631116509757,45.55071893913424],[-73.56630280629165,45.55073008412883],[-73.56630016575204,45.55073250204417],[-73.56628316486035,45.550754425987606],[-73.56627480602543,45.550765571002536],[-73.56627216547975,45.55076798891984],[-73.5662551645643,45.55078991285832],[-73.56624680570022,45.55080105789381],[-73.56624416514843,45.55080347581309],[-73.56622716420921,45.55082539974662],[-73.56622645434027,45.550826346227275],[-73.56621597753276,45.550838825205645],[-73.56621113265406,45.55084708011425],[-73.56621073834441,45.55084753579857],[-73.56620307856075,45.55085454974928],[-73.56618607758675,45.55087647367545],[-73.56617912205769,45.550885747579954],[-73.56617690146238,45.550887768801815],[-73.566169866953,45.550896778043956],[-73.56615743319628,45.55090709958411],[-73.56613895334031,45.550928428609566],[-73.56612586704247,45.550944015687165],[-73.5661258427731,45.550944057038116],[-73.56612549975394,45.550944453446675],[-73.56611237332652,45.55096010852209],[-73.56610757663601,45.55096829440427],[-73.56610750145111,45.550968381291284],[-73.56609984160748,45.55097539525857],[-73.5660828405468,45.55099731916569],[-73.5660744815085,45.55100846432103],[-73.56607184091993,45.55101088225188],[-73.56606624174398,45.55101810272203],[-73.56605394561652,45.55102832165163],[-73.56604548527079,45.55103809877001],[-73.56603782539185,45.55104511274668],[-73.56602187463227,45.5510656821533],[-73.56600680352159,45.551078207255394],[-73.56598834072635,45.55109954354886],[-73.56597556656382,45.55111477838264],[-73.5659600457856,45.55112766239715],[-73.56594156576203,45.551148991382206],[-73.56592847928339,45.551164578502636],[-73.56592836321327,45.551164776264116],[-73.56591255901267,45.551177910549185],[-73.5658940961381,45.55119924682289],[-73.56588105584261,45.55121479897239],[-73.56586541648129,45.55122779623388],[-73.56584704971105,45.551249021391],[-73.56583140048053,45.55126202683162],[-73.5658285562223,45.55126531373164],[-73.56581052935366,45.5512813716295],[-73.56579175248791,45.55130408885159],[-73.56576550065225,45.551325880652605],[-73.56575144941813,45.55134209791386],[-73.56574828113067,45.55134495199413],[-73.565735737394,45.55135658088762],[-73.56573148443913,45.551360111282364],[-73.56572966844637,45.551362207210914],[-73.56531960959995,45.55174235603131],[-73.5652920312408,45.55177725834996],[-73.56525532584253,45.55180776182871],[-73.56524562919115,45.5518189671775],[-73.5652234410529,45.55183738516625],[-73.56520496041762,45.551858713990555],[-73.56519578364468,45.551869643867825],[-73.56517941513279,45.55188324661572],[-73.56517927174765,45.55188333743342],[-73.56517845598026,45.551884043701335],[-73.56515680987239,45.55190203228296],[-73.56515396504574,45.55190531971755],[-73.56513593679679,45.55192137828456],[-73.56511702408241,45.551944258999875],[-73.56509056294057,45.55196624895015],[-73.56507238488136,45.55198725512964],[-73.56505688971231,45.55200011728888],[-73.56503840893845,45.552021446077035],[-73.5650253216742,45.55203703334836],[-73.56502529740328,45.55203707469899],[-73.5650249543671,45.55203747110311],[-73.56501191301825,45.55205302375501],[-73.56499627284099,45.5520660211143],[-73.56498781267084,45.55207579745865],[-73.56498015223005,45.552082811562656],[-73.5649644108494,45.552103109730886],[-73.56494951209457,45.55211547675238],[-73.5649405572198,45.55212581157578],[-73.5649356250174,45.55213033043094],[-73.56491689778234,45.552145893145976],[-73.56489843407999,45.552167229203356],[-73.56488530656993,45.552182884497306],[-73.56487301179871,45.55220386468851],[-73.56485887606196,45.55221808424655],[-73.5648322214657,45.55227347049695],[-73.56482851776366,45.55227979059236],[-73.56476490773093,45.55237459607342],[-73.56475989592037,45.55239688844755],[-73.5647476612733,45.55241776586865],[-73.56473178547131,45.5525219225005],[-73.56470852215836,45.55262539627717],[-73.56471260163599,45.55264778168221],[-73.56470918133296,45.55267022116782],[-73.56473548277812,45.55277333753066],[-73.56475441848342,45.55287724312869],[-73.56476726464163,45.55289793968302],[-73.56477293105812,45.55292015505176],[-73.56483931668852,45.553014023036965],[-73.56489894465189,45.55311008950113],[-73.56491953502875,45.55312744973414],[-73.56493383722407,45.55314767262134],[-73.56503502311435,45.55322482019913],[-73.56513059729224,45.5533054004812],[-73.56515729293075,45.55331804248031],[-73.56517909250987,45.55333466310598],[-73.56530702435582,45.553388949143695],[-73.56543093709959,45.55344762885505],[-73.56546318287084,45.55345823756872],[-73.56574776138953,45.553548511543745],[-73.56581313512172,45.55357013250698],[-73.56581332036754,45.55357017259164],[-73.56584381577844,45.55357993677497],[-73.56666476510946,45.55383321363162],[-73.56666512148213,45.5538332836244],[-73.56666901670522,45.55383451888422],[-73.56814903011976,45.55428664430985],[-73.56819320855234,45.55430172636456],[-73.56819815992091,45.55430284496256]]]}"
00000000000000000047,04-Jul,1,45.54412,Rosemont,-73.574515,0,PELICAN,9.753826259810229,6.990759647554658,"{""type"":""Polygon"",""coordinates"":[[[-73.57687509866247,45.54599887498786],[-73.57692194422377,45.54599398757008],[-73.57704423653153,45.54595460860509],[-73.57717031963557,45.545921610210875],[-73.57720828863188,45.54590178240784],[-73.57725132034425,45.54588792576841],[-73.57735303945118,45.54582619178739],[-73.57746094322782,45.54576984288503],[-73.5774894929853,45.54574337690411],[-73.57752528542726,45.54572165408027],[-73.57759833437792,45.5456424792831],[-73.57767946958771,45.54556726541074],[-73.57769632757251,45.54553626800749],[-73.57772203166225,45.54550840819495],[-73.57773650054821,45.545485610934534],[-73.57832378955483,45.544524582237806],[-73.5783450621787,45.544469214342904],[-73.57837835546816,45.54441683231891],[-73.57839192533662,45.544347239597386],[-73.57841798430125,45.54427941346612],[-73.57841632855246,45.544222087894696],[-73.57842740584935,45.544165277878115],[-73.57841268097195,45.54409580042793],[-73.57841065268012,45.544025576143206],[-73.57838620065897,45.54397085602215],[-73.57837418050995,45.54391414010334],[-73.5783323333515,45.543850308309274],[-73.57830237962283,45.543783275701024],[-73.57825707797694,45.543735516705304],[-73.57822291746481,45.54368340942563],[-73.57815727932879,45.54363030421364],[-73.57810178476193,45.543571798988204],[-73.57803923964984,45.54353480264501],[-73.57798565812271,45.543491451652265],[-73.5779014538954,45.54345330007566],[-73.57782483596593,45.543407979119976],[-73.57775002596094,45.54338469023619],[-73.5776812885186,45.54335354615919],[-73.57764874610868,45.5433434005015],[-73.57307962997561,45.54197160157043],[-73.57300040559541,45.54195663448088],[-73.57292545181483,45.54193324643483],[-73.57282628144347,45.54192373868245],[-73.57272964037249,45.541905480974236],[-73.57264760034289,45.54190660778016],[-73.57256630271154,45.54189881334154],[-73.5724672876207,45.54190908413838],[-73.57236721171834,45.54191045842684],[-73.57228888612238,45.54192758943099],[-73.57220771563162,45.541936009015906],[-73.57211673705862,45.54196524083576],[-73.57202119199977,45.54198613774134],[-73.57195281528737,45.5420179093704],[-73.57187823282865,45.54204187281776],[-73.57180253239859,45.54208773890152],[-73.57171912328837,45.5421264951104],[-73.5716661380976,45.54217037843972],[-73.57160408026274,45.54220797834294],[-73.57154968363916,45.54226682788073],[-73.57148504973443,45.542320358518296],[-73.57145167370386,45.54237286054513],[-73.57140708028598,45.54242110405436],[-73.57139258373914,45.542443892447636],[-73.57039007740403,45.544080423640594],[-73.57036883935776,45.54413550551742],[-73.57033559674977,45.54418759406202],[-73.57032182024984,45.54425745139808],[-73.5702955695967,45.54432553324704],[-73.57029714417158,45.544382577450925],[-73.57028599817029,45.54443909577523],[-73.5703006301379,45.54450886774599],[-73.5703025763446,45.54457937507102],[-73.57032683850564,45.54463384089487],[-73.57033867663063,45.5446902901536],[-73.57038055272737,45.5447544228902],[-73.57041054124508,45.54482174328529],[-73.57045555999,45.544869295203306],[-73.57048944020441,45.544921181990134],[-73.57055522736451,45.544974570441795],[-73.57061087139068,45.54503334511408],[-73.57067306337473,45.545070197905254],[-73.57072628898473,45.5451133919409],[-73.57081075064227,45.54515178626491],[-73.57088762102165,45.54519733662103],[-73.57096203574594,45.54522055670161],[-73.57103037000405,45.54525161963119],[-73.57106289163583,45.545261799647115],[-73.57233801398834,45.54564617048107],[-73.57242078238848,45.54566189527321],[-73.57249927063071,45.54568609858798],[-73.57259484507041,45.545694964427284],[-73.57268789147385,45.54571264164659],[-73.57277363721333,45.54571154962772],[-73.57285865462623,45.54571943595147],[-73.57295396109902,45.54570925289499],[-73.5730503543789,45.545708025045464],[-73.57313225177987,45.54569020313639],[-73.57321703066339,45.54568114469647],[-73.57330448242395,45.5456527233446],[-73.57339654932161,45.54563268817614],[-73.57346807907116,45.54559955505774],[-73.57354587073482,45.54557427294632],[-73.5736185063653,45.54552987572973],[-73.57369891808412,45.54549262811849],[-73.57375438625894,45.54544682128821],[-73.57381899830857,45.545407328049485],[-73.57387103592797,45.54535048911253],[-73.5739333915903,45.54529899408347],[-73.5739389112519,45.5452903443468],[-73.5753952208522,45.54572865728421],[-73.57559202146814,45.545843744083534],[-73.57561120136891,45.5458520571157],[-73.57562687691336,45.54586341563242],[-73.57576499888714,45.54591871646915],[-73.5759002868098,45.54597735304027],[-73.57592201888103,45.545981583300794],[-73.57594160070356,45.545989423342],[-73.57609628132741,45.54601550421892],[-73.57624957104768,45.54604534245482],[-73.57627212535101,45.54604515319793],[-73.57629405468684,45.54604885067193],[-73.57645298088248,45.5460436354488],[-73.57661207001237,45.546042300128434],[-73.57663365114196,45.546037706417145],[-73.57665618233688,45.54603696699388],[-73.57669107912307,45.54603195615996],[-73.57683073282992,45.54601048626093],[-73.57687509866247,45.54599887498786]]]}"
